Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Total Spend,Last Interaction,Contract Duration (Months),Churn
37.0,1,6.0,17.0,8.0,5.0,2,860.0,5.0,3,1.0
40.0,1,40.0,22.0,3.0,21.0,0,348.67,18.0,3,1.0
51.0,0,46.0,3.0,6.0,2.0,2,843.17,6.0,1,1.0
52.0,1,14.0,28.0,2.0,24.0,2,476.0,21.0,1,1.0
64.0,1,50.0,24.0,0.0,4.0,2,924.0,13.0,3,1.0
28.0,0,16.0,20.0,2.0,5.0,1,839.23,8.0,12,0.0
31.0,0,34.0,17.0,0.0,6.0,1,870.0,23.0,12,1.0
21.0,0,28.0,29.0,7.0,6.0,0,655.0,30.0,12,1.0
23.0,1,50.0,24.0,4.0,20.0,0,578.0,15.0,3,1.0
50.0,1,19.0,30.0,9.0,23.0,2,463.0,22.0,3,1.0
24.0,1,34.0,2.0,7.0,18.0,2,201.85,1.0,3,1.0
24.0,1,15.0,8.0,5.0,15.0,2,114.06,24.0,3,1.0
46.0,0,45.0,3.0,1.0,18.0,0,718.93,11.0,3,0.0
28.0,1,39.0,2.0,8.0,1.0,1,919.0,19.0,3,1.0
53.0,0,2.0,15.0,4.0,15.0,1,103.0,28.0,3,1.0
41.0,0,60.0,9.0,9.0,28.0,2,691.0,9.0,1,1.0
20.0,1,45.0,27.0,2.0,13.0,1,999.11,4.0,3,0.0
45.0,0,8.0,13.0,10.0,18.0,2,588.0,26.0,3,1.0
54.0,0,34.0,26.0,2.0,20.0,2,109.0,3.0,12,1.0
28.0,1,9.0,11.0,0.0,1.0,2,451.0,16.0,12,1.0
46.0,0,29.0,8.0,3.0,20.0,0,516.68,4.0,12,0.0
25.0,0,30.0,23.0,5.0,0.0,2,836.0,27.0,3,1.0
47.0,1,16.0,3.0,6.0,5.0,0,930.0,7.0,1,1.0
31.0,0,2.0,17.0,7.0,22.0,0,388.0,11.0,1,1.0
28.0,0,35.0,10.0,2.0,1.0,0,593.73,5.0,12,0.0
19.0,0,7.0,28.0,0.0,25.0,2,512.02,15.0,3,1.0
42.0,1,19.0,26.0,9.0,12.0,2,537.0,19.0,1,1.0
20.0,0,38.0,19.0,8.0,29.0,0,682.0,24.0,12,1.0
31.0,1,48.0,23.0,1.0,15.0,1,890.98,18.0,3,0.0
18.0,0,37.0,25.0,3.0,11.0,2,167.0,14.0,1,1.0
58.0,0,25.0,22.0,8.0,15.0,1,830.23,6.0,1,1.0
53.0,1,9.0,19.0,1.0,0.0,1,711.0,5.0,3,1.0
64.0,1,7.0,10.0,2.0,19.0,2,749.0,29.0,1,1.0
21.0,0,23.0,13.0,2.0,7.0,0,792.82,5.0,3,0.0
29.0,1,35.0,8.0,10.0,0.0,0,463.0,21.0,3,1.0
45.0,0,40.0,17.0,3.0,15.0,2,252.0,27.0,12,1.0
35.0,1,7.0,15.0,2.0,14.0,1,993.47,29.0,12,0.0
21.0,1,56.0,9.0,5.0,14.0,2,832.0,17.0,12,1.0
31.0,0,19.0,4.0,7.0,5.0,0,797.75,7.0,3,1.0
23.0,0,10.0,7.0,0.0,7.0,1,666.01,15.0,3,0.0
32.0,0,22.0,19.0,5.0,2.0,1,276.99,26.0,12,1.0
38.0,1,6.0,6.0,10.0,17.0,1,656.0,23.0,1,1.0
59.0,1,48.0,18.0,8.0,30.0,2,667.0,18.0,1,1.0
28.0,0,3.0,5.0,6.0,14.0,1,120.76,27.0,12,1.0
29.0,1,22.0,15.0,2.0,20.0,2,691.08,26.0,12,0.0
30.0,0,24.0,20.0,0.0,4.0,0,970.51,10.0,3,0.0
48.0,1,32.0,2.0,3.0,19.0,2,713.3,27.0,3,0.0
34.0,1,27.0,4.0,9.0,18.0,1,200.0,11.0,1,1.0
35.0,1,50.0,26.0,1.0,1.0,2,623.47,4.0,3,0.0
21.0,1,38.0,9.0,0.0,15.0,2,309.0,22.0,3,1.0
64.0,1,19.0,13.0,9.0,18.0,2,783.0,13.0,1,1.0
40.0,0,27.0,3.0,6.0,7.0,1,279.0,22.0,1,1.0
31.0,0,2.0,9.0,1.0,25.0,0,864.0,12.0,3,1.0
28.0,1,53.0,4.0,1.0,4.0,1,916.75,7.0,3,0.0
19.0,0,28.0,5.0,3.0,8.0,2,111.0,29.0,1,1.0
29.0,1,42.0,1.0,8.0,19.0,1,727.0,21.0,12,1.0
22.0,0,50.0,4.0,10.0,23.0,0,854.0,18.0,3,1.0
36.0,1,1.0,10.0,7.0,15.0,0,543.0,9.0,12,1.0
43.0,0,31.0,16.0,5.0,3.0,1,613.0,23.0,3,1.0
22.0,1,37.0,13.0,9.0,19.0,1,352.0,21.0,1,1.0
39.0,0,49.0,20.0,8.0,9.0,1,401.0,17.0,1,1.0
48.0,0,58.0,6.0,8.0,16.0,0,973.0,27.0,3,1.0
54.0,1,21.0,16.0,9.0,10.0,0,159.42,28.0,1,1.0
37.0,1,56.0,16.0,7.0,22.0,1,735.0,9.0,3,1.0
33.0,1,39.0,30.0,2.0,13.0,0,891.28,30.0,3,0.0
31.0,1,44.0,10.0,7.0,14.0,2,727.07,28.0,12,1.0
32.0,0,51.0,26.0,1.0,25.0,2,349.0,4.0,12,1.0
61.0,0,32.0,30.0,1.0,23.0,2,558.94,15.0,1,1.0
29.0,0,18.0,27.0,8.0,16.0,1,724.0,30.0,12,1.0
34.0,1,8.0,20.0,1.0,17.0,1,769.17,22.0,12,0.0
38.0,0,60.0,17.0,2.0,7.0,2,909.37,12.0,12,0.0
27.0,1,52.0,15.0,1.0,7.0,0,394.0,28.0,1,1.0
33.0,1,11.0,3.0,2.0,5.0,0,889.39,16.0,3,0.0
25.0,1,36.0,9.0,1.0,10.0,1,987.1,10.0,12,0.0
36.0,0,1.0,1.0,2.0,4.0,0,857.1,19.0,3,1.0
36.0,1,26.0,15.0,2.0,0.0,1,120.66,2.0,3,1.0
40.0,0,20.0,29.0,10.0,9.0,0,453.38,15.0,3,1.0
22.0,0,33.0,19.0,8.0,1.0,2,915.0,26.0,3,1.0
24.0,0,34.0,30.0,2.0,15.0,0,984.91,11.0,12,0.0
58.0,0,9.0,13.0,7.0,8.0,0,772.0,29.0,3,1.0
31.0,1,55.0,28.0,2.0,16.0,1,570.37,6.0,12,0.0
57.0,1,7.0,16.0,10.0,9.0,2,827.0,17.0,1,1.0
23.0,1,34.0,20.0,2.0,11.0,1,870.5,19.0,12,0.0
22.0,1,23.0,10.0,1.0,16.0,0,986.4,20.0,3,0.0
42.0,1,40.0,8.0,2.0,2.0,2,661.96,19.0,3,0.0
36.0,1,34.0,18.0,3.0,15.0,1,889.86,25.0,12,0.0
33.0,0,43.0,22.0,8.0,23.0,2,732.0,8.0,1,1.0
31.0,1,38.0,22.0,3.0,13.0,2,995.11,30.0,3,0.0
31.0,0,12.0,15.0,1.0,18.0,1,615.0,28.0,12,1.0
40.0,0,41.0,21.0,4.0,18.0,0,706.33,1.0,3,0.0
59.0,1,18.0,2.0,0.0,24.0,1,185.0,4.0,1,1.0
33.0,0,37.0,23.0,9.0,19.0,1,905.0,20.0,12,1.0
34.0,1,48.0,9.0,3.0,16.0,0,571.11,16.0,12,0.0
37.0,0,38.0,28.0,4.0,2.0,1,234.0,19.0,1,1.0
63.0,0,58.0,21.0,4.0,9.0,1,737.0,3.0,3,1.0
40.0,0,41.0,2.0,6.0,12.0,1,607.0,23.0,12,1.0
52.0,1,23.0,24.0,6.0,15.0,1,524.0,30.0,12,1.0
48.0,1,28.0,18.0,1.0,12.0,1,842.75,30.0,12,0.0
62.0,0,1.0,3.0,1.0,22.0,2,898.0,30.0,1,1.0
25.0,1,19.0,1.0,1.0,26.0,0,645.0,20.0,3,1.0
50.0,1,28.0,12.0,2.0,18.0,0,653.83,20.0,12,0.0
60.0,1,13.0,24.0,5.0,12.0,1,648.0,10.0,12,1.0
45.0,0,34.0,19.0,9.0,21.0,2,454.0,26.0,12,1.0
31.0,1,41.0,11.0,1.0,8.0,0,662.11,9.0,12,0.0
21.0,0,49.0,22.0,2.0,24.0,1,348.0,10.0,3,1.0
63.0,0,2.0,1.0,8.0,7.0,1,239.0,27.0,1,1.0
26.0,0,6.0,9.0,6.0,10.0,1,796.0,20.0,3,1.0
30.0,0,5.0,12.0,1.0,18.0,2,697.05,14.0,12,0.0
21.0,0,43.0,30.0,10.0,10.0,2,633.0,30.0,12,1.0
29.0,0,54.0,27.0,0.0,18.0,2,898.0,20.0,1,1.0
18.0,1,35.0,14.0,1.0,16.0,1,961.0,24.0,1,1.0
40.0,1,8.0,19.0,2.0,3.0,1,890.32,14.0,12,0.0
33.0,0,25.0,12.0,0.0,3.0,1,440.8,24.0,3,1.0
31.0,0,7.0,26.0,7.0,16.0,1,943.0,6.0,3,1.0
27.0,1,25.0,28.0,6.0,30.0,0,699.0,17.0,12,1.0
53.0,0,50.0,2.0,3.0,15.0,2,667.0,30.0,12,1.0
46.0,0,39.0,5.0,5.0,11.0,0,854.41,11.0,3,1.0
21.0,1,19.0,15.0,0.0,12.0,1,921.05,12.0,12,0.0
46.0,0,14.0,1.0,7.0,24.0,1,166.83,27.0,12,1.0
65.0,1,40.0,4.0,4.0,28.0,1,937.12,3.0,1,1.0
35.0,0,54.0,1.0,6.0,3.0,0,284.66,5.0,1,1.0
63.0,0,13.0,18.0,6.0,29.0,2,276.0,29.0,1,1.0
30.0,0,39.0,19.0,0.0,28.0,0,871.0,22.0,3,1.0
56.0,0,45.0,11.0,5.0,25.0,0,842.14,10.0,3,1.0
60.0,0,23.0,4.0,4.0,20.0,2,752.0,9.0,3,1.0
20.0,0,14.0,16.0,8.0,15.0,0,148.0,27.0,12,1.0
40.0,1,21.0,23.0,4.0,13.0,2,505.07,12.0,12,0.0
42.0,1,37.0,4.0,0.0,7.0,1,570.48,5.0,12,0.0
50.0,0,53.0,15.0,5.0,7.0,2,560.53,15.0,12,0.0
45.0,1,36.0,4.0,0.0,9.0,0,789.65,29.0,12,0.0
58.0,1,15.0,3.0,0.0,3.0,2,719.0,13.0,12,1.0
46.0,1,1.0,23.0,1.0,14.0,2,964.04,20.0,3,0.0
51.0,1,39.0,24.0,0.0,21.0,1,905.0,10.0,3,1.0
65.0,0,23.0,30.0,4.0,12.0,2,533.0,13.0,1,1.0
45.0,1,60.0,2.0,5.0,28.0,1,706.43,22.0,12,1.0
26.0,0,9.0,22.0,9.0,20.0,0,823.0,10.0,1,1.0
45.0,1,29.0,8.0,3.0,20.0,1,720.81,15.0,12,0.0
18.0,1,49.0,15.0,5.0,19.0,1,859.0,6.0,12,1.0
52.0,1,30.0,8.0,0.0,7.0,1,179.0,6.0,3,1.0
37.0,1,43.0,11.0,1.0,11.0,0,917.2,2.0,3,0.0
62.0,0,57.0,9.0,7.0,28.0,2,466.0,30.0,12,1.0
49.0,1,12.0,18.0,4.0,25.0,0,566.0,5.0,12,1.0
60.0,1,10.0,14.0,3.0,3.0,2,641.0,27.0,1,1.0
55.0,1,51.0,10.0,1.0,20.0,2,843.0,19.0,3,1.0
19.0,0,6.0,30.0,8.0,28.0,0,246.0,1.0,1,1.0
24.0,0,1.0,9.0,1.0,30.0,0,764.03,3.0,12,1.0
27.0,1,33.0,14.0,0.0,16.0,1,756.53,13.0,12,0.0
43.0,1,18.0,16.0,3.0,2.0,1,243.91,17.0,1,1.0
40.0,1,9.0,1.0,0.0,18.0,1,902.07,5.0,12,0.0
35.0,1,24.0,27.0,1.0,20.0,1,868.6,7.0,12,0.0
49.0,1,43.0,6.0,2.0,6.0,0,757.04,6.0,12,0.0
25.0,0,8.0,4.0,0.0,14.0,1,936.82,4.0,12,0.0
64.0,0,54.0,10.0,8.0,15.0,2,222.0,9.0,3,1.0
23.0,1,28.0,23.0,5.0,6.0,2,657.0,14.0,3,1.0
21.0,0,47.0,10.0,0.0,1.0,0,811.33,5.0,12,0.0
44.0,1,36.0,1.0,7.0,24.0,2,817.83,19.0,12,1.0
43.0,1,33.0,7.0,0.0,4.0,1,891.64,6.0,3,0.0
49.0,0,58.0,7.0,10.0,28.0,2,201.0,19.0,12,1.0
65.0,1,17.0,25.0,0.0,10.0,1,434.0,8.0,12,1.0
59.0,1,30.0,8.0,9.0,27.0,1,732.0,24.0,3,1.0
47.0,0,19.0,23.0,2.0,3.0,2,658.71,5.0,3,0.0
26.0,1,52.0,29.0,0.0,12.0,0,522.11,25.0,3,0.0
43.0,0,30.0,14.0,0.0,15.0,0,902.54,15.0,3,0.0
18.0,1,57.0,3.0,0.0,9.0,1,880.39,16.0,3,0.0
47.0,0,13.0,17.0,4.0,7.0,1,775.8,10.0,12,0.0
23.0,1,34.0,8.0,2.0,6.0,2,286.0,30.0,3,1.0
37.0,0,33.0,7.0,0.0,26.0,0,190.0,15.0,3,1.0
34.0,1,15.0,16.0,2.0,17.0,1,879.01,19.0,12,0.0
49.0,0,33.0,21.0,9.0,2.0,0,747.5,3.0,1,1.0
19.0,1,43.0,12.0,8.0,23.0,1,670.41,1.0,3,1.0
34.0,1,47.0,15.0,1.0,5.0,2,578.01,22.0,12,0.0
59.0,0,4.0,24.0,5.0,7.0,0,225.0,2.0,1,1.0
34.0,0,23.0,20.0,3.0,19.0,1,575.85,5.0,3,0.0
45.0,1,25.0,22.0,3.0,4.0,0,989.04,21.0,12,0.0
47.0,1,60.0,6.0,3.0,16.0,2,588.88,7.0,3,0.0
34.0,1,6.0,20.0,1.0,12.0,0,914.42,21.0,12,0.0
21.0,1,47.0,25.0,1.0,2.0,1,791.51,3.0,3,0.0
27.0,1,32.0,26.0,8.0,3.0,0,732.34,28.0,3,1.0
49.0,1,38.0,27.0,8.0,2.0,2,118.0,19.0,12,1.0
64.0,1,25.0,13.0,1.0,28.0,2,596.0,28.0,1,1.0
58.0,1,53.0,27.0,9.0,20.0,0,474.82,20.0,3,1.0
37.0,1,7.0,15.0,9.0,18.0,1,195.0,27.0,12,1.0
20.0,0,33.0,13.0,2.0,19.0,2,899.62,7.0,12,0.0
28.0,0,8.0,29.0,1.0,10.0,2,589.05,9.0,12,0.0
34.0,0,29.0,19.0,0.0,15.0,1,670.44,10.0,12,0.0
48.0,0,2.0,8.0,8.0,2.0,1,732.0,1.0,1,1.0
51.0,1,40.0,4.0,6.0,29.0,1,924.0,23.0,3,1.0
35.0,1,23.0,11.0,1.0,20.0,1,548.0,25.0,12,0.0
65.0,0,21.0,12.0,2.0,11.0,1,545.0,30.0,3,1.0
38.0,1,1.0,4.0,1.0,16.0,2,556.27,4.0,3,0.0
35.0,1,35.0,4.0,2.0,11.0,0,546.16,5.0,12,0.0
49.0,0,29.0,22.0,1.0,7.0,1,397.0,15.0,1,1.0
26.0,0,41.0,18.0,8.0,16.0,2,300.0,3.0,1,1.0
58.0,1,7.0,21.0,3.0,25.0,2,941.0,22.0,1,1.0
59.0,1,17.0,14.0,5.0,23.0,1,867.0,2.0,3,1.0
50.0,0,50.0,20.0,3.0,9.0,1,882.1,13.0,3,0.0
58.0,0,35.0,27.0,2.0,5.0,2,485.51,22.0,3,1.0
32.0,0,24.0,23.0,7.0,11.0,1,903.0,28.0,12,1.0
48.0,0,35.0,10.0,2.0,24.0,1,978.08,25.0,12,1.0
25.0,0,37.0,2.0,0.0,7.0,1,928.04,5.0,12,0.0
22.0,1,47.0,3.0,4.0,5.0,0,226.0,1.0,12,1.0
25.0,1,9.0,27.0,10.0,14.0,1,178.86,11.0,3,1.0
48.0,1,53.0,14.0,4.0,8.0,0,986.05,18.0,3,0.0
51.0,1,8.0,19.0,8.0,17.0,2,644.0,13.0,3,1.0
31.0,0,16.0,8.0,3.0,22.0,2,362.0,13.0,1,1.0
21.0,0,53.0,27.0,0.0,26.0,2,312.0,22.0,3,1.0
30.0,0,38.0,3.0,8.0,0.0,1,602.0,17.0,12,1.0
30.0,0,8.0,3.0,10.0,9.0,0,719.0,15.0,12,1.0
49.0,1,6.0,10.0,2.0,1.0,1,722.56,14.0,12,0.0
23.0,0,42.0,6.0,2.0,6.0,1,648.39,7.0,12,0.0
65.0,0,35.0,12.0,2.0,22.0,2,210.15,14.0,3,1.0
42.0,1,8.0,13.0,3.0,2.0,2,424.0,2.0,12,1.0
19.0,1,31.0,14.0,0.0,3.0,1,789.14,20.0,3,0.0
52.0,0,19.0,30.0,6.0,11.0,1,711.0,17.0,3,1.0
28.0,0,53.0,23.0,3.0,20.0,2,545.0,16.0,12,1.0
24.0,0,5.0,22.0,5.0,16.0,0,935.0,9.0,3,1.0
26.0,1,19.0,18.0,1.0,6.0,0,735.76,13.0,3,0.0
41.0,1,54.0,27.0,3.0,1.0,1,823.19,17.0,12,0.0
27.0,1,8.0,29.0,6.0,13.0,1,875.0,4.0,12,1.0
22.0,1,49.0,9.0,1.0,1.0,1,922.25,25.0,12,0.0
40.0,1,48.0,6.0,4.0,12.0,2,524.5,8.0,12,0.0
24.0,1,51.0,27.0,10.0,21.0,1,799.0,3.0,3,1.0
52.0,1,47.0,5.0,7.0,25.0,2,420.98,28.0,3,1.0
20.0,0,33.0,10.0,1.0,5.0,1,958.99,1.0,3,0.0
64.0,0,22.0,8.0,6.0,24.0,1,516.0,28.0,3,1.0
48.0,0,7.0,14.0,8.0,2.0,1,514.0,21.0,12,1.0
40.0,0,51.0,8.0,2.0,3.0,2,566.81,2.0,12,0.0
46.0,0,60.0,7.0,2.0,7.0,1,951.79,8.0,3,0.0
43.0,1,28.0,26.0,5.0,0.0,2,771.44,12.0,1,1.0
22.0,1,28.0,21.0,2.0,3.0,0,810.82,9.0,12,0.0
37.0,1,34.0,20.0,3.0,19.0,1,753.68,13.0,3,0.0
39.0,1,39.0,10.0,2.0,22.0,0,401.0,18.0,12,1.0
35.0,1,19.0,11.0,4.0,0.0,2,503.0,7.0,1,1.0
24.0,1,9.0,4.0,6.0,12.0,0,728.39,11.0,12,1.0
45.0,1,10.0,14.0,0.0,14.0,2,598.99,3.0,3,0.0
28.0,0,46.0,28.0,8.0,20.0,2,404.0,20.0,3,1.0
54.0,0,17.0,12.0,5.0,27.0,1,396.11,5.0,1,1.0
46.0,0,56.0,6.0,3.0,11.0,2,980.14,5.0,3,0.0
18.0,0,43.0,28.0,10.0,30.0,0,841.82,5.0,1,1.0
43.0,0,2.0,8.0,1.0,1.0,2,623.51,9.0,3,0.0
47.0,1,25.0,27.0,1.0,10.0,2,578.54,20.0,12,0.0
39.0,1,6.0,8.0,7.0,1.0,0,790.57,20.0,1,1.0
40.0,1,19.0,1.0,5.0,2.0,2,254.0,18.0,3,1.0
33.0,1,22.0,12.0,8.0,1.0,2,837.0,10.0,12,1.0
30.0,0,31.0,19.0,2.0,27.0,0,727.0,25.0,3,1.0
24.0,1,45.0,2.0,0.0,18.0,2,682.83,3.0,12,0.0
55.0,0,40.0,6.0,3.0,23.0,1,930.0,1.0,3,1.0
53.0,0,24.0,19.0,4.0,17.0,2,876.0,16.0,12,1.0
34.0,1,49.0,19.0,1.0,17.0,2,976.67,30.0,3,0.0
50.0,0,20.0,24.0,10.0,28.0,1,708.0,10.0,1,1.0
31.0,1,30.0,12.0,10.0,10.0,2,354.0,30.0,3,1.0
23.0,1,56.0,7.0,1.0,0.0,1,695.97,24.0,12,0.0
40.0,1,6.0,20.0,2.0,9.0,1,953.55,29.0,12,0.0
34.0,0,12.0,27.0,0.0,10.0,1,407.17,6.0,1,1.0
38.0,0,2.0,12.0,1.0,27.0,1,134.58,7.0,12,1.0
38.0,1,58.0,8.0,1.0,13.0,2,549.23,5.0,12,0.0
37.0,0,52.0,7.0,7.0,27.0,2,527.23,23.0,1,1.0
48.0,1,52.0,3.0,7.0,27.0,0,191.08,13.0,12,1.0
40.0,0,15.0,18.0,9.0,28.0,0,528.0,9.0,1,1.0
27.0,0,50.0,11.0,6.0,18.0,1,259.0,8.0,12,1.0
64.0,1,38.0,29.0,2.0,3.0,0,574.0,15.0,12,1.0
46.0,0,46.0,30.0,2.0,16.0,1,649.78,14.0,12,0.0
33.0,0,1.0,19.0,3.0,13.0,1,684.0,30.0,3,1.0
40.0,0,29.0,25.0,10.0,24.0,0,258.0,24.0,1,1.0
41.0,0,15.0,7.0,9.0,7.0,2,267.0,26.0,12,1.0
26.0,1,60.0,5.0,5.0,25.0,2,229.0,7.0,3,1.0
30.0,0,30.0,11.0,3.0,14.0,2,362.0,21.0,12,1.0
37.0,1,26.0,27.0,0.0,4.0,1,979.67,11.0,12,0.0
47.0,1,1.0,28.0,1.0,20.0,2,551.02,3.0,12,0.0
48.0,0,38.0,20.0,0.0,28.0,1,205.0,21.0,3,1.0
29.0,1,39.0,19.0,10.0,15.0,0,217.0,8.0,3,1.0
59.0,0,58.0,18.0,1.0,16.0,1,385.0,27.0,12,1.0
33.0,0,47.0,30.0,10.0,7.0,0,305.12,19.0,3,1.0
58.0,1,56.0,26.0,5.0,28.0,0,428.0,30.0,3,1.0
59.0,0,27.0,24.0,8.0,4.0,0,195.0,9.0,12,1.0
38.0,1,55.0,4.0,2.0,7.0,1,788.3,14.0,12,0.0
25.0,0,15.0,27.0,0.0,30.0,0,549.96,17.0,1,1.0
33.0,0,42.0,29.0,6.0,21.0,2,488.0,12.0,1,1.0
33.0,0,54.0,24.0,8.0,9.0,1,550.0,7.0,1,1.0
28.0,0,24.0,12.0,5.0,6.0,1,710.0,30.0,1,1.0
54.0,0,12.0,14.0,0.0,14.0,1,547.0,23.0,1,1.0
27.0,1,38.0,8.0,1.0,13.0,2,899.9,29.0,3,0.0
31.0,0,3.0,12.0,9.0,8.0,2,969.54,25.0,3,1.0
35.0,1,40.0,18.0,4.0,10.0,2,181.0,16.0,12,1.0
20.0,0,47.0,19.0,4.0,16.0,1,174.0,15.0,12,1.0
43.0,1,27.0,4.0,5.0,24.0,2,382.55,23.0,1,1.0
43.0,0,26.0,7.0,0.0,0.0,1,858.1,12.0,3,0.0
51.0,0,56.0,27.0,8.0,24.0,0,523.0,13.0,1,1.0
34.0,1,27.0,20.0,1.0,2.0,1,276.83,20.0,3,1.0
39.0,1,22.0,29.0,3.0,18.0,1,677.68,24.0,12,0.0
41.0,1,10.0,6.0,2.0,9.0,2,876.44,8.0,3,0.0
26.0,0,12.0,6.0,8.0,24.0,2,573.0,3.0,12,1.0
25.0,1,28.0,22.0,9.0,25.0,0,766.06,9.0,3,1.0
58.0,1,33.0,11.0,6.0,0.0,0,931.0,15.0,1,1.0
38.0,1,36.0,8.0,0.0,20.0,0,683.28,10.0,3,0.0
35.0,1,24.0,30.0,6.0,13.0,2,531.06,20.0,3,1.0
24.0,0,15.0,21.0,6.0,14.0,1,314.54,1.0,1,1.0
27.0,0,17.0,6.0,3.0,6.0,1,552.06,29.0,12,1.0
21.0,0,37.0,4.0,3.0,5.0,0,876.0,9.0,12,1.0
45.0,0,24.0,4.0,7.0,20.0,0,637.0,27.0,3,1.0
18.0,0,1.0,27.0,5.0,20.0,0,142.0,15.0,3,1.0
42.0,1,20.0,16.0,2.0,2.0,0,635.39,16.0,3,0.0
19.0,1,6.0,3.0,3.0,28.0,1,401.0,24.0,1,1.0
62.0,0,48.0,21.0,4.0,27.0,1,998.0,25.0,12,1.0
19.0,0,4.0,16.0,6.0,0.0,0,381.0,9.0,12,1.0
37.0,1,21.0,1.0,3.0,22.0,1,835.08,24.0,3,1.0
50.0,0,18.0,9.0,2.0,18.0,2,864.0,4.0,3,1.0
63.0,0,7.0,1.0,9.0,26.0,0,177.0,16.0,3,1.0
23.0,1,39.0,18.0,9.0,27.0,2,528.0,15.0,3,1.0
20.0,0,40.0,11.0,8.0,18.0,1,474.0,16.0,1,1.0
32.0,1,47.0,2.0,0.0,0.0,0,870.47,15.0,3,0.0
28.0,0,3.0,24.0,0.0,25.0,2,299.0,9.0,3,1.0
30.0,1,48.0,9.0,5.0,7.0,1,445.52,26.0,12,1.0
29.0,0,40.0,28.0,0.0,10.0,2,759.0,18.0,1,1.0
20.0,1,11.0,18.0,0.0,15.0,2,964.63,16.0,3,0.0
24.0,0,53.0,29.0,2.0,12.0,1,736.88,9.0,12,0.0
51.0,1,5.0,13.0,4.0,25.0,2,181.0,12.0,1,1.0
19.0,1,29.0,18.0,3.0,29.0,0,232.0,25.0,12,1.0
38.0,0,41.0,20.0,1.0,0.0,0,882.14,13.0,3,0.0
24.0,0,59.0,24.0,9.0,2.0,0,644.0,23.0,1,1.0
43.0,1,8.0,30.0,3.0,6.0,2,973.92,2.0,12,0.0
24.0,1,16.0,22.0,1.0,2.0,1,963.44,10.0,12,0.0
34.0,1,13.0,26.0,9.0,6.0,1,692.0,2.0,3,1.0
24.0,0,51.0,30.0,0.0,18.0,0,809.13,6.0,3,0.0
55.0,0,48.0,20.0,2.0,1.0,1,278.0,1.0,12,1.0
28.0,0,53.0,11.0,5.0,26.0,1,574.0,22.0,1,1.0
47.0,1,56.0,11.0,0.0,28.0,2,791.53,6.0,3,1.0
44.0,0,3.0,30.0,0.0,6.0,2,628.13,9.0,12,0.0
23.0,0,55.0,18.0,6.0,9.0,1,246.0,12.0,3,1.0
45.0,0,49.0,6.0,3.0,12.0,1,902.51,1.0,3,0.0
36.0,0,51.0,13.0,0.0,6.0,1,432.0,5.0,12,1.0
20.0,0,21.0,7.0,9.0,7.0,2,494.0,4.0,3,1.0
59.0,1,19.0,7.0,10.0,11.0,0,798.36,30.0,1,1.0
51.0,1,31.0,9.0,3.0,1.0,0,851.0,11.0,12,1.0
38.0,1,49.0,9.0,1.0,3.0,0,961.93,14.0,1,1.0
44.0,1,6.0,19.0,0.0,20.0,0,834.66,26.0,12,0.0
41.0,1,60.0,18.0,5.0,14.0,1,803.93,5.0,3,1.0
20.0,0,14.0,23.0,2.0,11.0,0,814.17,10.0,3,0.0
19.0,1,18.0,17.0,0.0,14.0,2,896.83,1.0,12,0.0
54.0,0,18.0,27.0,7.0,19.0,1,297.55,2.0,12,1.0
61.0,0,7.0,29.0,9.0,25.0,1,544.38,23.0,12,1.0
33.0,0,11.0,5.0,9.0,2.0,2,873.0,5.0,3,1.0
55.0,0,47.0,7.0,3.0,23.0,1,899.91,11.0,1,1.0
30.0,1,54.0,10.0,0.0,25.0,1,447.22,10.0,3,1.0
18.0,1,47.0,13.0,0.0,11.0,0,908.97,4.0,3,0.0
24.0,1,11.0,25.0,2.0,17.0,0,541.49,23.0,3,0.0
18.0,1,11.0,1.0,5.0,3.0,2,578.0,5.0,1,1.0
31.0,0,22.0,6.0,7.0,7.0,0,829.0,4.0,12,1.0
61.0,0,1.0,13.0,0.0,1.0,2,924.07,7.0,12,1.0
34.0,0,32.0,5.0,3.0,19.0,0,692.98,13.0,12,0.0
31.0,0,10.0,22.0,3.0,30.0,1,485.0,7.0,12,1.0
28.0,1,50.0,9.0,6.0,12.0,2,754.0,27.0,12,1.0
31.0,1,23.0,24.0,6.0,12.0,1,595.9,12.0,12,1.0
22.0,1,38.0,25.0,1.0,18.0,0,547.34,20.0,3,0.0
29.0,0,49.0,19.0,6.0,12.0,2,854.0,24.0,12,1.0
35.0,1,37.0,5.0,5.0,23.0,2,678.0,29.0,3,1.0
46.0,0,15.0,23.0,1.0,18.0,2,319.0,24.0,3,1.0
20.0,0,5.0,25.0,9.0,6.0,0,563.0,11.0,3,1.0
34.0,1,6.0,3.0,0.0,2.0,0,885.35,2.0,3,0.0
55.0,1,36.0,5.0,10.0,13.0,1,571.89,1.0,1,1.0
33.0,1,43.0,22.0,7.0,23.0,1,660.0,18.0,12,1.0
49.0,1,6.0,24.0,1.0,13.0,2,692.57,11.0,3,0.0
26.0,1,31.0,1.0,2.0,5.0,0,942.48,21.0,3,0.0
45.0,0,42.0,14.0,9.0,4.0,1,365.0,9.0,1,1.0
32.0,1,34.0,8.0,9.0,20.0,2,507.0,15.0,1,1.0
21.0,0,21.0,14.0,5.0,12.0,1,608.0,10.0,12,1.0
