Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Total Spend,Last Interaction,Contract Duration (Months),Tenure_Bucket,Support_Call_Intensity,Interaction_Frequency,Churn
39.0,1,60.0,28.0,1.0,19.0,1,571.38,5.0,12,2,0.0166666666666666,4.666666666666667,0.0
34.0,0,39.0,6.0,10.0,2.0,1,313.0,29.0,3,2,0.2564102564102564,0.2,1.0
48.0,0,5.0,15.0,2.0,28.0,0,967.0,19.0,12,0,0.4,0.75,1.0
55.0,0,41.0,11.0,3.0,29.0,0,523.0,23.0,1,2,0.073170731707317,0.4583333333333333,1.0
28.0,0,47.0,10.0,0.0,3.0,0,677.08,13.0,3,2,0.0,0.7142857142857143,0.0
18.0,1,55.0,25.0,1.0,3.0,1,298.6,16.0,12,2,0.0181818181818181,1.4705882352941178,1.0
56.0,1,56.0,29.0,9.0,7.0,1,398.0,10.0,3,2,0.1607142857142857,2.636363636363636,1.0
35.0,0,4.0,23.0,1.0,18.0,1,584.93,5.0,3,0,0.25,3.8333333333333335,0.0
60.0,0,53.0,25.0,8.0,17.0,1,178.0,8.0,12,2,0.1509433962264151,2.7777777777777777,1.0
20.0,1,35.0,2.0,8.0,29.0,0,150.0,11.0,1,1,0.2285714285714285,0.1666666666666666,1.0
18.0,1,21.0,28.0,0.0,8.0,0,891.46,26.0,12,1,0.0,1.037037037037037,0.0
63.0,1,21.0,5.0,7.0,0.0,0,939.33,27.0,1,1,0.3333333333333333,0.1785714285714285,1.0
52.0,0,52.0,8.0,9.0,14.0,1,835.91,20.0,1,2,0.173076923076923,0.3809523809523809,1.0
22.0,1,33.0,30.0,0.0,3.0,1,617.54,5.0,3,1,0.0,5.0,0.0
56.0,1,27.0,3.0,10.0,21.0,1,909.0,20.0,3,1,0.3703703703703703,0.1428571428571428,1.0
64.0,0,20.0,20.0,7.0,5.0,2,426.45,23.0,3,1,0.35,0.8333333333333334,1.0
27.0,1,6.0,13.0,7.0,24.0,2,880.0,20.0,3,0,1.1666666666666667,0.6190476190476191,1.0
44.0,1,16.0,13.0,10.0,4.0,2,639.0,4.0,12,1,0.625,2.6,1.0
49.0,1,35.0,17.0,9.0,19.0,0,667.0,27.0,12,1,0.2571428571428571,0.6071428571428571,1.0
36.0,1,12.0,24.0,1.0,1.0,1,639.97,5.0,3,1,0.0833333333333333,4.0,0.0
28.0,1,51.0,10.0,10.0,7.0,2,967.0,15.0,12,2,0.196078431372549,0.625,1.0
42.0,1,35.0,24.0,4.0,11.0,2,867.58,25.0,12,1,0.1142857142857142,0.9230769230769232,0.0
61.0,1,21.0,23.0,1.0,9.0,0,844.0,30.0,1,1,0.0476190476190476,0.7419354838709677,1.0
32.0,1,59.0,7.0,0.0,3.0,1,872.61,29.0,3,2,0.0,0.2333333333333333,0.0
26.0,0,20.0,22.0,7.0,3.0,2,578.0,29.0,1,1,0.35,0.7333333333333333,1.0
26.0,0,24.0,13.0,2.0,8.0,2,506.0,10.0,3,1,0.0833333333333333,1.181818181818182,0.0
37.0,1,29.0,29.0,7.0,15.0,0,654.0,28.0,1,1,0.2413793103448276,1.0,1.0
46.0,0,60.0,22.0,1.0,27.0,1,351.71,26.0,12,2,0.0166666666666666,0.8148148148148148,1.0
47.0,1,4.0,7.0,8.0,8.0,0,768.0,10.0,1,0,2.0,0.6363636363636364,1.0
60.0,0,1.0,8.0,5.0,28.0,1,337.43,10.0,1,0,5.0,0.7272727272727273,1.0
36.0,0,17.0,2.0,4.0,25.0,0,924.0,18.0,1,1,0.2352941176470588,0.1052631578947368,1.0
35.0,0,14.0,23.0,2.0,9.0,1,580.34,2.0,3,1,0.1428571428571428,7.666666666666667,0.0
28.0,1,55.0,18.0,0.0,19.0,2,740.33,13.0,12,2,0.0,1.2857142857142858,0.0
57.0,0,17.0,4.0,0.0,16.0,0,501.88,7.0,1,1,0.0,0.5,1.0
25.0,1,34.0,24.0,3.0,5.0,1,951.92,25.0,3,1,0.088235294117647,0.9230769230769232,1.0
61.0,1,14.0,26.0,8.0,16.0,0,651.34,30.0,3,1,0.5714285714285714,0.8387096774193549,1.0
40.0,1,44.0,6.0,0.0,7.0,0,609.57,28.0,3,2,0.0,0.2068965517241379,0.0
21.0,1,40.0,13.0,4.0,21.0,1,836.0,18.0,3,2,0.1,0.6842105263157895,1.0
46.0,0,20.0,7.0,3.0,1.0,2,220.0,23.0,12,1,0.15,0.2916666666666667,1.0
44.0,0,22.0,24.0,8.0,2.0,0,954.0,24.0,3,1,0.3636363636363636,0.96,1.0
46.0,1,31.0,28.0,4.0,25.0,2,464.0,8.0,12,1,0.1290322580645161,3.111111111111111,1.0
56.0,1,23.0,8.0,9.0,23.0,1,480.0,4.0,12,1,0.391304347826087,1.6,1.0
45.0,1,21.0,11.0,9.0,14.0,0,855.0,6.0,3,1,0.4285714285714285,1.5714285714285714,1.0
34.0,1,12.0,21.0,8.0,4.0,0,857.47,29.0,1,1,0.6666666666666666,0.7,1.0
33.0,0,38.0,2.0,2.0,9.0,0,902.16,3.0,12,2,0.0526315789473684,0.5,0.0
42.0,1,42.0,15.0,1.0,14.0,1,700.32,5.0,3,2,0.0238095238095238,2.5,0.0
61.0,1,6.0,13.0,7.0,7.0,1,268.01,15.0,12,0,1.1666666666666667,0.8125,1.0
42.0,1,33.0,24.0,7.0,25.0,0,121.0,3.0,12,1,0.2121212121212121,6.0,1.0
62.0,1,29.0,16.0,5.0,30.0,0,878.0,1.0,1,1,0.1724137931034483,8.0,1.0
54.0,0,22.0,2.0,3.0,20.0,2,139.0,3.0,12,1,0.1363636363636363,0.5,1.0
47.0,1,47.0,6.0,3.0,28.0,1,785.0,19.0,12,2,0.0638297872340425,0.3,1.0
54.0,0,47.0,18.0,4.0,3.0,0,557.0,23.0,3,2,0.0851063829787234,0.75,1.0
40.0,1,59.0,4.0,3.0,8.0,2,702.89,17.0,12,2,0.0508474576271186,0.2222222222222222,0.0
18.0,1,52.0,21.0,6.0,22.0,2,191.0,25.0,12,2,0.1153846153846153,0.8076923076923077,1.0
30.0,1,46.0,25.0,1.0,9.0,2,743.98,27.0,12,2,0.0217391304347826,0.8928571428571429,0.0
54.0,0,57.0,5.0,6.0,25.0,2,708.0,13.0,3,2,0.1052631578947368,0.3571428571428571,1.0
56.0,0,36.0,6.0,8.0,4.0,2,980.0,11.0,1,1,0.2222222222222222,0.5,1.0
38.0,1,53.0,18.0,2.0,10.0,0,640.74,12.0,3,2,0.0377358490566037,1.3846153846153846,0.0
25.0,0,58.0,16.0,4.0,6.0,2,608.3,18.0,1,2,0.0689655172413793,0.8421052631578947,1.0
55.0,0,45.0,28.0,6.0,27.0,2,358.0,10.0,12,2,0.1333333333333333,2.5454545454545454,1.0
29.0,0,30.0,28.0,5.0,8.0,1,488.0,29.0,3,1,0.1666666666666666,0.9333333333333332,1.0
29.0,1,3.0,4.0,3.0,15.0,1,511.24,23.0,1,0,1.0,0.1666666666666666,1.0
21.0,0,7.0,29.0,5.0,1.0,0,314.92,1.0,12,0,0.7142857142857143,14.5,1.0
55.0,0,56.0,20.0,7.0,5.0,2,449.0,4.0,1,2,0.125,4.0,1.0
35.0,0,43.0,19.0,1.0,10.0,1,953.28,13.0,3,2,0.0232558139534883,1.3571428571428572,0.0
62.0,1,18.0,8.0,8.0,29.0,1,220.99,19.0,3,1,0.4444444444444444,0.4,1.0
22.0,0,18.0,29.0,0.0,2.0,0,613.92,20.0,3,1,0.0,1.380952380952381,1.0
18.0,1,14.0,13.0,8.0,22.0,2,930.0,19.0,12,1,0.5714285714285714,0.65,1.0
45.0,1,26.0,27.0,1.0,5.0,0,681.75,24.0,12,1,0.0384615384615384,1.08,0.0
37.0,1,42.0,5.0,0.0,16.0,1,595.17,21.0,3,2,0.0,0.2272727272727272,0.0
48.0,0,29.0,14.0,2.0,3.0,1,743.27,2.0,3,1,0.0689655172413793,4.666666666666667,0.0
59.0,0,33.0,17.0,5.0,9.0,1,727.0,12.0,3,1,0.1515151515151515,1.3076923076923077,1.0
37.0,1,15.0,26.0,5.0,7.0,1,889.0,8.0,1,1,0.3333333333333333,2.888888888888889,1.0
53.0,0,36.0,3.0,5.0,21.0,1,472.0,14.0,3,1,0.1388888888888889,0.2,1.0
54.0,1,11.0,15.0,1.0,25.0,0,196.21,14.0,12,0,0.0909090909090909,1.0,1.0
50.0,0,60.0,20.0,0.0,3.0,2,524.61,8.0,12,2,0.0,2.2222222222222223,0.0
46.0,1,48.0,25.0,3.0,6.0,0,654.93,7.0,12,2,0.0625,3.125,0.0
54.0,1,17.0,6.0,8.0,7.0,1,285.71,15.0,12,1,0.4705882352941176,0.375,1.0
49.0,0,5.0,4.0,0.0,5.0,0,324.0,25.0,12,0,0.0,0.1538461538461538,1.0
46.0,1,59.0,9.0,0.0,9.0,2,229.0,8.0,1,2,0.0,1.0,1.0
64.0,0,43.0,1.0,10.0,20.0,2,894.23,14.0,3,2,0.2325581395348837,0.0666666666666666,1.0
23.0,1,60.0,6.0,1.0,13.0,1,933.31,23.0,12,2,0.0166666666666666,0.25,0.0
50.0,0,48.0,4.0,0.0,8.0,1,508.0,15.0,1,2,0.0,0.25,1.0
58.0,1,59.0,29.0,10.0,3.0,0,634.0,10.0,3,2,0.1694915254237288,2.636363636363636,1.0
39.0,1,38.0,14.0,5.0,17.0,0,936.0,20.0,12,2,0.131578947368421,0.6666666666666666,1.0
59.0,1,19.0,6.0,9.0,20.0,0,648.0,22.0,3,1,0.4736842105263157,0.2608695652173913,1.0
42.0,0,12.0,21.0,7.0,19.0,2,743.0,7.0,3,1,0.5833333333333334,2.625,1.0
39.0,1,25.0,29.0,3.0,11.0,2,530.23,3.0,3,1,0.12,7.25,0.0
56.0,1,6.0,23.0,6.0,6.0,1,565.0,30.0,12,0,1.0,0.7419354838709677,1.0
44.0,1,55.0,2.0,1.0,18.0,1,574.57,20.0,3,2,0.0181818181818181,0.0952380952380952,0.0
49.0,1,22.0,23.0,4.0,22.0,0,450.0,15.0,12,1,0.1818181818181818,1.4375,1.0
51.0,1,46.0,3.0,0.0,0.0,2,547.0,27.0,12,2,0.0,0.1071428571428571,1.0
56.0,1,18.0,27.0,0.0,19.0,2,702.0,10.0,12,1,0.0,2.4545454545454546,1.0
45.0,1,19.0,29.0,6.0,11.0,0,918.0,12.0,1,1,0.3157894736842105,2.230769230769231,1.0
62.0,0,31.0,30.0,6.0,5.0,2,686.0,26.0,1,1,0.1935483870967742,1.1111111111111112,1.0
31.0,1,26.0,9.0,5.0,15.0,1,689.0,27.0,12,1,0.1923076923076923,0.3214285714285714,1.0
51.0,0,40.0,9.0,5.0,29.0,0,201.0,12.0,12,2,0.125,0.6923076923076923,1.0
21.0,1,38.0,4.0,0.0,5.0,1,960.19,2.0,3,2,0.0,1.3333333333333333,0.0
65.0,0,9.0,15.0,6.0,2.0,2,688.0,20.0,1,0,0.6666666666666666,0.7142857142857143,1.0
35.0,0,13.0,14.0,2.0,13.0,2,510.74,13.0,12,1,0.1538461538461538,1.0,0.0
30.0,1,3.0,9.0,3.0,11.0,2,621.88,18.0,12,0,1.0,0.4736842105263157,0.0
46.0,1,33.0,28.0,4.0,2.0,2,657.0,5.0,1,1,0.1212121212121212,4.666666666666667,1.0
48.0,1,29.0,17.0,0.0,12.0,0,984.39,13.0,12,1,0.0,1.2142857142857142,0.0
20.0,1,20.0,28.0,2.0,1.0,1,958.88,1.0,12,1,0.1,14.0,0.0
25.0,0,15.0,2.0,10.0,29.0,2,737.35,8.0,12,1,0.6666666666666666,0.2222222222222222,1.0
58.0,0,50.0,16.0,9.0,15.0,2,924.87,15.0,1,2,0.18,1.0,1.0
41.0,0,24.0,24.0,8.0,26.0,0,756.0,18.0,12,1,0.3333333333333333,1.263157894736842,1.0
46.0,1,27.0,9.0,3.0,18.0,2,771.08,5.0,3,1,0.1111111111111111,1.5,0.0
58.0,0,3.0,30.0,7.0,21.0,1,674.0,20.0,3,0,2.333333333333333,1.4285714285714286,1.0
33.0,1,5.0,14.0,4.0,0.0,0,192.0,7.0,3,0,0.8,1.75,1.0
37.0,1,6.0,17.0,8.0,5.0,2,860.0,5.0,3,0,1.3333333333333333,2.833333333333333,1.0
40.0,1,40.0,22.0,3.0,21.0,0,348.67,18.0,3,2,0.075,1.1578947368421053,1.0
51.0,0,46.0,3.0,6.0,2.0,2,843.17,6.0,1,2,0.1304347826086956,0.4285714285714285,1.0
52.0,1,14.0,28.0,2.0,24.0,2,476.0,21.0,1,1,0.1428571428571428,1.2727272727272727,1.0
64.0,1,50.0,24.0,0.0,4.0,2,924.0,13.0,3,2,0.0,1.7142857142857142,1.0
28.0,0,16.0,20.0,2.0,5.0,1,839.23,8.0,12,1,0.125,2.2222222222222223,0.0
31.0,0,34.0,17.0,0.0,6.0,1,870.0,23.0,12,1,0.0,0.7083333333333334,1.0
21.0,0,28.0,29.0,7.0,6.0,0,655.0,30.0,12,1,0.25,0.935483870967742,1.0
23.0,1,50.0,24.0,4.0,20.0,0,578.0,15.0,3,2,0.08,1.5,1.0
50.0,1,19.0,30.0,9.0,23.0,2,463.0,22.0,3,1,0.4736842105263157,1.3043478260869563,1.0
24.0,1,34.0,2.0,7.0,18.0,2,201.85,1.0,3,1,0.2058823529411764,1.0,1.0
24.0,1,15.0,8.0,5.0,15.0,2,114.06,24.0,3,1,0.3333333333333333,0.32,1.0
46.0,0,45.0,3.0,1.0,18.0,0,718.93,11.0,3,2,0.0222222222222222,0.25,0.0
28.0,1,39.0,2.0,8.0,1.0,1,919.0,19.0,3,2,0.2051282051282051,0.1,1.0
53.0,0,2.0,15.0,4.0,15.0,1,103.0,28.0,3,0,2.0,0.5172413793103449,1.0
41.0,0,60.0,9.0,9.0,28.0,2,691.0,9.0,1,2,0.15,0.9,1.0
20.0,1,45.0,27.0,2.0,13.0,1,999.11,4.0,3,2,0.0444444444444444,5.4,0.0
45.0,0,8.0,13.0,10.0,18.0,2,588.0,26.0,3,0,1.25,0.4814814814814814,1.0
54.0,0,34.0,26.0,2.0,20.0,2,109.0,3.0,12,1,0.0588235294117647,6.5,1.0
28.0,1,9.0,11.0,0.0,1.0,2,451.0,16.0,12,0,0.0,0.6470588235294118,1.0
46.0,0,29.0,8.0,3.0,20.0,0,516.68,4.0,12,1,0.1034482758620689,1.6,0.0
25.0,0,30.0,23.0,5.0,0.0,2,836.0,27.0,3,1,0.1666666666666666,0.8214285714285714,1.0
47.0,1,16.0,3.0,6.0,5.0,0,930.0,7.0,1,1,0.375,0.375,1.0
31.0,0,2.0,17.0,7.0,22.0,0,388.0,11.0,1,0,3.5,1.4166666666666667,1.0
28.0,0,35.0,10.0,2.0,1.0,0,593.73,5.0,12,1,0.0571428571428571,1.6666666666666667,0.0
19.0,0,7.0,28.0,0.0,25.0,2,512.02,15.0,3,0,0.0,1.75,1.0
42.0,1,19.0,26.0,9.0,12.0,2,537.0,19.0,1,1,0.4736842105263157,1.3,1.0
20.0,0,38.0,19.0,8.0,29.0,0,682.0,24.0,12,2,0.2105263157894736,0.76,1.0
31.0,1,48.0,23.0,1.0,15.0,1,890.98,18.0,3,2,0.0208333333333333,1.2105263157894737,0.0
18.0,0,37.0,25.0,3.0,11.0,2,167.0,14.0,1,2,0.081081081081081,1.6666666666666667,1.0
58.0,0,25.0,22.0,8.0,15.0,1,830.23,6.0,1,1,0.32,3.142857142857143,1.0
53.0,1,9.0,19.0,1.0,0.0,1,711.0,5.0,3,0,0.1111111111111111,3.1666666666666665,1.0
64.0,1,7.0,10.0,2.0,19.0,2,749.0,29.0,1,0,0.2857142857142857,0.3333333333333333,1.0
21.0,0,23.0,13.0,2.0,7.0,0,792.82,5.0,3,1,0.0869565217391304,2.1666666666666665,0.0
29.0,1,35.0,8.0,10.0,0.0,0,463.0,21.0,3,1,0.2857142857142857,0.3636363636363636,1.0
45.0,0,40.0,17.0,3.0,15.0,2,252.0,27.0,12,2,0.075,0.6071428571428571,1.0
35.0,1,7.0,15.0,2.0,14.0,1,993.47,29.0,12,0,0.2857142857142857,0.5,0.0
21.0,1,56.0,9.0,5.0,14.0,2,832.0,17.0,12,2,0.0892857142857142,0.5,1.0
31.0,0,19.0,4.0,7.0,5.0,0,797.75,7.0,3,1,0.3684210526315789,0.5,1.0
23.0,0,10.0,7.0,0.0,7.0,1,666.01,15.0,3,0,0.0,0.4375,0.0
32.0,0,22.0,19.0,5.0,2.0,1,276.99,26.0,12,1,0.2272727272727272,0.7037037037037037,1.0
38.0,1,6.0,6.0,10.0,17.0,1,656.0,23.0,1,0,1.6666666666666667,0.25,1.0
59.0,1,48.0,18.0,8.0,30.0,2,667.0,18.0,1,2,0.1666666666666666,0.9473684210526316,1.0
28.0,0,3.0,5.0,6.0,14.0,1,120.76,27.0,12,0,2.0,0.1785714285714285,1.0
29.0,1,22.0,15.0,2.0,20.0,2,691.08,26.0,12,1,0.0909090909090909,0.5555555555555556,0.0
30.0,0,24.0,20.0,0.0,4.0,0,970.51,10.0,3,1,0.0,1.818181818181818,0.0
48.0,1,32.0,2.0,3.0,19.0,2,713.3,27.0,3,1,0.09375,0.0714285714285714,0.0
34.0,1,27.0,4.0,9.0,18.0,1,200.0,11.0,1,1,0.3333333333333333,0.3333333333333333,1.0
35.0,1,50.0,26.0,1.0,1.0,2,623.47,4.0,3,2,0.02,5.2,0.0
21.0,1,38.0,9.0,0.0,15.0,2,309.0,22.0,3,2,0.0,0.391304347826087,1.0
64.0,1,19.0,13.0,9.0,18.0,2,783.0,13.0,1,1,0.4736842105263157,0.9285714285714286,1.0
40.0,0,27.0,3.0,6.0,7.0,1,279.0,22.0,1,1,0.2222222222222222,0.1304347826086956,1.0
31.0,0,2.0,9.0,1.0,25.0,0,864.0,12.0,3,0,0.5,0.6923076923076923,1.0
28.0,1,53.0,4.0,1.0,4.0,1,916.75,7.0,3,2,0.0188679245283018,0.5,0.0
19.0,0,28.0,5.0,3.0,8.0,2,111.0,29.0,1,1,0.1071428571428571,0.1666666666666666,1.0
29.0,1,42.0,1.0,8.0,19.0,1,727.0,21.0,12,2,0.1904761904761904,0.0454545454545454,1.0
22.0,0,50.0,4.0,10.0,23.0,0,854.0,18.0,3,2,0.2,0.2105263157894736,1.0
36.0,1,1.0,10.0,7.0,15.0,0,543.0,9.0,12,0,7.0,1.0,1.0
43.0,0,31.0,16.0,5.0,3.0,1,613.0,23.0,3,1,0.1612903225806451,0.6666666666666666,1.0
22.0,1,37.0,13.0,9.0,19.0,1,352.0,21.0,1,2,0.2432432432432432,0.5909090909090909,1.0
39.0,0,49.0,20.0,8.0,9.0,1,401.0,17.0,1,2,0.1632653061224489,1.1111111111111112,1.0
48.0,0,58.0,6.0,8.0,16.0,0,973.0,27.0,3,2,0.1379310344827586,0.2142857142857142,1.0
54.0,1,21.0,16.0,9.0,10.0,0,159.42,28.0,1,1,0.4285714285714285,0.5517241379310345,1.0
37.0,1,56.0,16.0,7.0,22.0,1,735.0,9.0,3,2,0.125,1.6,1.0
33.0,1,39.0,30.0,2.0,13.0,0,891.28,30.0,3,2,0.0512820512820512,0.967741935483871,0.0
31.0,1,44.0,10.0,7.0,14.0,2,727.07,28.0,12,2,0.1590909090909091,0.3448275862068966,1.0
32.0,0,51.0,26.0,1.0,25.0,2,349.0,4.0,12,2,0.0196078431372549,5.2,1.0
61.0,0,32.0,30.0,1.0,23.0,2,558.94,15.0,1,1,0.03125,1.875,1.0
29.0,0,18.0,27.0,8.0,16.0,1,724.0,30.0,12,1,0.4444444444444444,0.8709677419354839,1.0
34.0,1,8.0,20.0,1.0,17.0,1,769.17,22.0,12,0,0.125,0.8695652173913043,0.0
38.0,0,60.0,17.0,2.0,7.0,2,909.37,12.0,12,2,0.0333333333333333,1.3076923076923077,0.0
27.0,1,52.0,15.0,1.0,7.0,0,394.0,28.0,1,2,0.0192307692307692,0.5172413793103449,1.0
33.0,1,11.0,3.0,2.0,5.0,0,889.39,16.0,3,0,0.1818181818181818,0.1764705882352941,0.0
25.0,1,36.0,9.0,1.0,10.0,1,987.1,10.0,12,1,0.0277777777777777,0.8181818181818182,0.0
36.0,0,1.0,1.0,2.0,4.0,0,857.1,19.0,3,0,2.0,0.05,1.0
36.0,1,26.0,15.0,2.0,0.0,1,120.66,2.0,3,1,0.0769230769230769,5.0,1.0
40.0,0,20.0,29.0,10.0,9.0,0,453.38,15.0,3,1,0.5,1.8125,1.0
22.0,0,33.0,19.0,8.0,1.0,2,915.0,26.0,3,1,0.2424242424242424,0.7037037037037037,1.0
24.0,0,34.0,30.0,2.0,15.0,0,984.91,11.0,12,1,0.0588235294117647,2.5,0.0
58.0,0,9.0,13.0,7.0,8.0,0,772.0,29.0,3,0,0.7777777777777778,0.4333333333333333,1.0
31.0,1,55.0,28.0,2.0,16.0,1,570.37,6.0,12,2,0.0363636363636363,4.0,0.0
57.0,1,7.0,16.0,10.0,9.0,2,827.0,17.0,1,0,1.4285714285714286,0.8888888888888888,1.0
23.0,1,34.0,20.0,2.0,11.0,1,870.5,19.0,12,1,0.0588235294117647,1.0,0.0
22.0,1,23.0,10.0,1.0,16.0,0,986.4,20.0,3,1,0.0434782608695652,0.4761904761904761,0.0
42.0,1,40.0,8.0,2.0,2.0,2,661.96,19.0,3,2,0.05,0.4,0.0
36.0,1,34.0,18.0,3.0,15.0,1,889.86,25.0,12,1,0.088235294117647,0.6923076923076923,0.0
33.0,0,43.0,22.0,8.0,23.0,2,732.0,8.0,1,2,0.1860465116279069,2.4444444444444446,1.0
31.0,1,38.0,22.0,3.0,13.0,2,995.11,30.0,3,2,0.0789473684210526,0.7096774193548387,0.0
31.0,0,12.0,15.0,1.0,18.0,1,615.0,28.0,12,1,0.0833333333333333,0.5172413793103449,1.0
40.0,0,41.0,21.0,4.0,18.0,0,706.33,1.0,3,2,0.0975609756097561,10.5,0.0
59.0,1,18.0,2.0,0.0,24.0,1,185.0,4.0,1,1,0.0,0.4,1.0
33.0,0,37.0,23.0,9.0,19.0,1,905.0,20.0,12,2,0.2432432432432432,1.0952380952380951,1.0
34.0,1,48.0,9.0,3.0,16.0,0,571.11,16.0,12,2,0.0625,0.5294117647058824,0.0
37.0,0,38.0,28.0,4.0,2.0,1,234.0,19.0,1,2,0.1052631578947368,1.4,1.0
63.0,0,58.0,21.0,4.0,9.0,1,737.0,3.0,3,2,0.0689655172413793,5.25,1.0
40.0,0,41.0,2.0,6.0,12.0,1,607.0,23.0,12,2,0.1463414634146341,0.0833333333333333,1.0
52.0,1,23.0,24.0,6.0,15.0,1,524.0,30.0,12,1,0.2608695652173913,0.7741935483870968,1.0
48.0,1,28.0,18.0,1.0,12.0,1,842.75,30.0,12,1,0.0357142857142857,0.5806451612903226,0.0
62.0,0,1.0,3.0,1.0,22.0,2,898.0,30.0,1,0,1.0,0.0967741935483871,1.0
25.0,1,19.0,1.0,1.0,26.0,0,645.0,20.0,3,1,0.0526315789473684,0.0476190476190476,1.0
50.0,1,28.0,12.0,2.0,18.0,0,653.83,20.0,12,1,0.0714285714285714,0.5714285714285714,0.0
60.0,1,13.0,24.0,5.0,12.0,1,648.0,10.0,12,1,0.3846153846153846,2.1818181818181817,1.0
45.0,0,34.0,19.0,9.0,21.0,2,454.0,26.0,12,1,0.2647058823529412,0.7037037037037037,1.0
31.0,1,41.0,11.0,1.0,8.0,0,662.11,9.0,12,2,0.024390243902439,1.1,0.0
21.0,0,49.0,22.0,2.0,24.0,1,348.0,10.0,3,2,0.0408163265306122,2.0,1.0
63.0,0,2.0,1.0,8.0,7.0,1,239.0,27.0,1,0,4.0,0.0357142857142857,1.0
26.0,0,6.0,9.0,6.0,10.0,1,796.0,20.0,3,0,1.0,0.4285714285714285,1.0
30.0,0,5.0,12.0,1.0,18.0,2,697.05,14.0,12,0,0.2,0.8,0.0
21.0,0,43.0,30.0,10.0,10.0,2,633.0,30.0,12,2,0.2325581395348837,0.967741935483871,1.0
29.0,0,54.0,27.0,0.0,18.0,2,898.0,20.0,1,2,0.0,1.2857142857142858,1.0
18.0,1,35.0,14.0,1.0,16.0,1,961.0,24.0,1,1,0.0285714285714285,0.56,1.0
40.0,1,8.0,19.0,2.0,3.0,1,890.32,14.0,12,0,0.25,1.2666666666666666,0.0
33.0,0,25.0,12.0,0.0,3.0,1,440.8,24.0,3,1,0.0,0.48,1.0
31.0,0,7.0,26.0,7.0,16.0,1,943.0,6.0,3,0,1.0,3.7142857142857135,1.0
27.0,1,25.0,28.0,6.0,30.0,0,699.0,17.0,12,1,0.24,1.5555555555555556,1.0
53.0,0,50.0,2.0,3.0,15.0,2,667.0,30.0,12,2,0.06,0.064516129032258,1.0
46.0,0,39.0,5.0,5.0,11.0,0,854.41,11.0,3,2,0.1282051282051282,0.4166666666666667,1.0
21.0,1,19.0,15.0,0.0,12.0,1,921.05,12.0,12,1,0.0,1.1538461538461535,0.0
46.0,0,14.0,1.0,7.0,24.0,1,166.83,27.0,12,1,0.5,0.0357142857142857,1.0
65.0,1,40.0,4.0,4.0,28.0,1,937.12,3.0,1,2,0.1,1.0,1.0
35.0,0,54.0,1.0,6.0,3.0,0,284.66,5.0,1,2,0.1111111111111111,0.1666666666666666,1.0
63.0,0,13.0,18.0,6.0,29.0,2,276.0,29.0,1,1,0.4615384615384615,0.6,1.0
30.0,0,39.0,19.0,0.0,28.0,0,871.0,22.0,3,2,0.0,0.8260869565217391,1.0
56.0,0,45.0,11.0,5.0,25.0,0,842.14,10.0,3,2,0.1111111111111111,1.0,1.0
60.0,0,23.0,4.0,4.0,20.0,2,752.0,9.0,3,1,0.1739130434782608,0.4,1.0
20.0,0,14.0,16.0,8.0,15.0,0,148.0,27.0,12,1,0.5714285714285714,0.5714285714285714,1.0
40.0,1,21.0,23.0,4.0,13.0,2,505.07,12.0,12,1,0.1904761904761904,1.7692307692307692,0.0
42.0,1,37.0,4.0,0.0,7.0,1,570.48,5.0,12,2,0.0,0.6666666666666666,0.0
50.0,0,53.0,15.0,5.0,7.0,2,560.53,15.0,12,2,0.0943396226415094,0.9375,0.0
45.0,1,36.0,4.0,0.0,9.0,0,789.65,29.0,12,1,0.0,0.1333333333333333,0.0
58.0,1,15.0,3.0,0.0,3.0,2,719.0,13.0,12,1,0.0,0.2142857142857142,1.0
46.0,1,1.0,23.0,1.0,14.0,2,964.04,20.0,3,0,1.0,1.0952380952380951,0.0
51.0,1,39.0,24.0,0.0,21.0,1,905.0,10.0,3,2,0.0,2.1818181818181817,1.0
65.0,0,23.0,30.0,4.0,12.0,2,533.0,13.0,1,1,0.1739130434782608,2.142857142857143,1.0
45.0,1,60.0,2.0,5.0,28.0,1,706.43,22.0,12,2,0.0833333333333333,0.0869565217391304,1.0
26.0,0,9.0,22.0,9.0,20.0,0,823.0,10.0,1,0,1.0,2.0,1.0
45.0,1,29.0,8.0,3.0,20.0,1,720.81,15.0,12,1,0.1034482758620689,0.5,0.0
18.0,1,49.0,15.0,5.0,19.0,1,859.0,6.0,12,2,0.1020408163265306,2.142857142857143,1.0
52.0,1,30.0,8.0,0.0,7.0,1,179.0,6.0,3,1,0.0,1.1428571428571428,1.0
37.0,1,43.0,11.0,1.0,11.0,0,917.2,2.0,3,2,0.0232558139534883,3.6666666666666665,0.0
62.0,0,57.0,9.0,7.0,28.0,2,466.0,30.0,12,2,0.1228070175438596,0.2903225806451613,1.0
49.0,1,12.0,18.0,4.0,25.0,0,566.0,5.0,12,1,0.3333333333333333,3.0,1.0
60.0,1,10.0,14.0,3.0,3.0,2,641.0,27.0,1,0,0.3,0.5,1.0
55.0,1,51.0,10.0,1.0,20.0,2,843.0,19.0,3,2,0.0196078431372549,0.5,1.0
19.0,0,6.0,30.0,8.0,28.0,0,246.0,1.0,1,0,1.3333333333333333,15.0,1.0
